t,ps0,ps7,ps2_raw,ps5_raw,front_raw,front_filtered,dist_kalman,kalman_gain,kalman_P,left_enc,right_enc,linear_adv_m,lv,rv,action
12.48,63.8,105.1,64.8,65.4,84.43,85.47,82.36,0.1461,2.9221,49.7941,42.3712,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
12.544,65.2,105.4,69.4,67.2,85.3,85.86,82.76,0.1461,2.9221,50.083,42.0886,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
12.608,70.2,111.6,70.0,69.7,90.89,86.69,83.95,0.1461,2.9221,50.3719,41.7997,0.0,4.5,-4.5,TURN_RIGHT(default)
12.672,67.7,104.3,67.7,65.3,86.0,86.4,84.28,0.1461,2.9221,50.6545,41.5108,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
12.736,65.3,101.6,70.2,75.3,83.44,86.01,84.13,0.1461,2.9221,50.9434,41.2282,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
12.8,64.9,107.6,66.2,61.2,86.24,86.37,84.46,0.1461,2.9221,51.226,40.9393,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
12.864,69.4,109.9,67.9,64.8,89.61,87.23,85.19,0.1461,2.9221,51.5148,40.6567,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
12.928,65.7,106.3,70.1,70.5,86.03,86.26,85.34,0.1461,2.9221,51.7974,40.3678,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
12.992,71.1,110.1,66.9,69.2,90.58,87.18,86.07,0.1461,2.9221,52.0863,40.0852,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.056,63.4,110.3,65.3,74.8,86.81,87.85,86.21,0.1461,2.9221,52.3689,39.7964,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.12,69.6,103.0,65.9,66.4,86.31,87.87,86.22,0.1461,2.9221,52.6515,39.5138,-0.0,4.5,-4.5,TURN_RIGHT(default)
13.184,70.1,98.2,71.9,67.7,84.12,86.77,85.89,0.1461,2.9221,52.9404,39.2312,6.4e-05,4.0,4.0,FORWARD
13.248,68.2,115.6,64.8,68.1,91.87,87.94,84.56,0.1461,2.9221,53.1916,39.4824,0.00515,4.5,-4.5,TURN_RIGHT(default)
13.312,68.3,116.7,70.4,64.1,92.48,88.32,85.69,0.1461,2.9221,53.4805,39.1998,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.376,71.2,112.6,68.8,69.1,91.92,89.34,86.6,0.1461,2.9221,53.7694,38.9109,0.0,4.5,-4.5,TURN_RIGHT(default)
13.44,69.4,106.0,66.5,73.3,87.71,89.62,86.79,0.1461,2.9221,54.052,38.622,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.504,72.7,103.9,69.0,64.2,88.32,90.46,86.99,0.1461,2.9221,54.3408,38.3394,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.568,68.0,107.8,67.0,71.7,87.93,89.67,87.15,0.1461,2.9221,54.6234,38.0505,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.632,66.6,110.8,66.7,71.8,88.73,88.92,87.36,0.1461,2.9221,54.9123,37.7679,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.696,71.5,113.4,72.3,67.4,92.44,89.03,88.13,0.1461,2.9221,55.1949,37.479,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.76,66.8,112.1,71.5,70.9,89.45,89.38,88.29,0.1461,2.9221,55.4838,37.1964,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.824,63.5,118.7,59.9,69.0,91.1,89.93,88.73,0.1461,2.9221,55.7664,36.9076,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.888,64.6,107.6,67.2,59.2,86.08,89.56,88.32,0.1461,2.9221,56.0553,36.625,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
13.952,68.3,113.8,67.6,66.9,91.04,90.02,88.74,0.1461,2.9221,56.3379,36.3361,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
14.016,71.9,117.2,66.9,66.7,94.55,90.44,89.56,0.1461,2.9221,56.6268,36.0535,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
14.08,66.3,115.1,65.4,63.7,90.69,90.69,89.76,0.1461,2.9221,56.9094,35.7646,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
14.144,69.1,113.7,62.5,67.6,91.41,90.75,90.0,0.1461,2.9221,57.1982,35.4757,0.0,4.5,-4.5,TURN_RIGHT(default)
14.208,64.9,107.2,59.9,64.1,86.04,90.74,89.39,0.1461,2.9221,57.4871,35.1931,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
14.272,72.1,84.0,68.6,68.1,78.06,88.15,87.74,0.1461,2.9221,57.7697,34.9105,0.0,4.0,4.0,FORWARD
14.336,58.7,108.1,64.7,68.4,83.39,85.92,84.9,0.1461,2.9221,58.0209,35.1617,0.00515,4.5,-4.5,TURN_RIGHT(default)
14.4,69.1,80.5,74.1,67.1,74.82,82.74,83.4,0.1461,2.9221,58.3098,34.8791,6.4e-05,4.0,4.0,FORWARD
14.464,68.1,101.7,62.6,69.1,84.91,81.44,81.42,0.1461,2.9221,58.561,35.1303,0.00515,-4.5,4.5,TURN_LEFT
14.528,59.5,125.4,65.5,67.1,92.46,82.73,83.04,0.1461,2.9221,58.2784,35.4129,0.0,-4.5,4.5,TURN_LEFT
14.592,66.2,117.6,57.4,67.4,91.9,85.49,84.3,0.1461,2.9221,57.9958,35.7018,6.4e-05,-4.5,4.5,TURN_LEFT
14.656,67.7,122.0,63.1,69.5,94.88,87.79,85.85,0.1461,2.9221,57.7069,35.9907,-0.0,-4.5,4.5,TURN_LEFT
14.72,66.5,116.7,71.8,64.5,91.59,91.15,86.69,0.1461,2.9221,57.4243,36.2733,0.0,-4.5,4.5,TURN_LEFT
14.784,70.1,116.4,68.4,69.8,93.25,92.81,87.65,0.1461,2.9221,57.1354,36.5622,0.0,-4.5,4.5,TURN_LEFT
14.848,56.7,113.1,62.8,63.7,84.87,91.3,87.27,0.1461,2.9221,56.8466,36.8448,-6.4e-05,-4.5,4.5,TURN_LEFT
14.912,62.2,117.4,70.2,67.2,89.8,90.88,87.58,0.1461,2.9221,56.5702,37.1336,0.000129,-4.5,4.5,TURN_LEFT
14.976,67.0,120.0,67.0,63.4,93.47,90.59,88.5,0.1461,2.9221,56.2751,37.4162,-0.000129,-4.5,4.5,TURN_LEFT
15.04,63.4,117.6,71.9,69.4,90.46,90.37,88.73,0.1461,2.9221,55.9925,37.7114,0.000129,-4.5,4.5,TURN_LEFT
15.104,65.1,110.3,69.6,69.2,87.71,89.26,88.63,0.1461,2.9221,55.7036,37.9877,-0.000129,-4.5,4.5,TURN_LEFT
15.168,63.2,124.4,69.6,63.0,93.78,91.04,89.36,0.1461,2.9221,55.421,38.2766,6.4e-05,-4.5,4.5,TURN_LEFT
15.232,68.6,124.8,69.3,67.3,96.68,92.42,90.43,0.1461,2.9221,55.1321,38.5655,0.0,-4.5,4.5,TURN_LEFT
15.296,68.1,122.0,71.1,68.2,95.05,92.74,91.1,0.1461,2.9221,54.8495,38.8481,0.0,-4.5,4.5,TURN_LEFT
15.36,63.7,120.7,70.4,64.4,92.21,93.09,91.27,0.1461,2.9221,54.5606,39.137,0.0,-4.5,4.5,TURN_LEFT
15.424,72.2,108.8,67.8,64.4,90.51,93.65,91.15,0.1461,2.9221,54.278,39.4196,-0.0,-4.5,4.5,TURN_LEFT
15.488,71.2,113.9,70.2,65.7,92.57,93.4,91.39,0.1461,2.9221,53.9892,39.7022,-6.4e-05,-4.5,4.5,TURN_LEFT
15.552,70.1,120.5,65.2,64.0,95.33,93.13,91.94,0.1461,2.9221,53.7066,39.991,6.4e-05,-4.5,4.5,TURN_LEFT
15.616,72.9,118.1,67.8,65.2,95.51,93.23,92.49,0.1461,2.9221,53.4177,40.2736,-6.4e-05,-4.5,4.5,TURN_LEFT
15.68,75.7,119.2,64.7,59.9,97.43,94.27,93.18,0.1461,2.9221,53.1351,40.5625,6.4e-05,-4.5,4.5,TURN_LEFT
15.744,70.0,114.6,67.6,67.2,92.26,94.62,93.07,0.1461,2.9221,52.8462,40.8451,-6.4e-05,-4.5,4.5,TURN_LEFT
15.808,73.8,115.5,66.3,71.2,94.62,95.03,93.27,0.1461,2.9221,52.5636,41.134,6.4e-05,-4.5,4.5,TURN_LEFT
15.872,68.2,115.2,66.4,69.1,91.72,94.31,93.04,0.1461,2.9221,52.2747,41.4229,0.0,-4.5,4.5,TURN_LEFT
15.936,69.8,119.6,62.4,65.2,94.72,94.15,93.29,0.1461,2.9221,51.9921,41.7055,0.0,-4.5,4.5,TURN_LEFT
16.0,68.4,108.8,64.5,64.5,88.59,92.38,92.6,0.1461,2.9221,51.7032,41.9944,0.0,-4.5,4.5,TURN_LEFT
16.064,73.0,122.0,64.8,62.5,97.46,93.42,93.34,0.1461,2.9221,51.4144,42.277,-6.4e-05,-2.5,-2.5,BACKWARD
16.128,70.3,117.5,61.7,69.7,93.87,93.27,94.79,0.1461,2.9221,51.2574,42.12,-0.003219,-2.5,-2.5,BACKWARD
16.192,63.9,111.4,65.6,70.7,87.65,92.46,95.15,0.1461,2.9221,51.1004,41.9567,-0.003283,-2.5,-2.5,BACKWARD
16.256,70.9,99.8,66.2,66.5,85.35,90.58,95.12,0.1461,2.9221,50.9371,41.7997,-0.003283,-2.5,-2.5,BACKWARD
16.32,64.8,86.8,67.9,67.1,75.79,88.02,93.7,0.1461,2.9221,50.7801,41.6364,-0.003283,-2.5,-2.5,BACKWARD
16.384,70.2,62.8,69.0,73.1,66.53,81.84,91.13,0.1461,2.9221,50.6168,41.4794,-0.003283,-2.5,-2.5,BACKWARD
16.448,63.4,65.7,66.2,68.7,64.52,75.97,88.61,0.1461,2.9221,50.4598,41.3224,-0.003218,-2.5,-2.5,BACKWARD
16.512,68.9,68.3,63.7,63.3,68.57,72.15,87.09,0.1461,2.9221,50.3028,41.1591,-0.003283,-2.5,-2.5,BACKWARD
16.576,66.1,68.6,66.5,67.9,67.39,68.56,85.61,0.1461,2.9221,50.1395,41.0021,-0.003283,-2.5,-2.5,BACKWARD
16.64,66.1,66.9,65.3,65.8,66.48,66.7,84.22,0.1461,2.9221,49.9825,40.8388,-0.003283,-2.5,-2.5,BACKWARD
16.704,74.5,70.6,65.3,65.1,72.55,67.9,83.91,0.1461,2.9221,49.8192,40.6818,-0.003283,-2.5,-2.5,BACKWARD
16.768,67.0,64.4,68.4,64.7,65.7,68.14,82.65,0.1461,2.9221,49.6622,40.5186,-0.003283,4.0,4.0,FORWARD
16.832,70.8,71.9,64.9,68.8,71.33,68.69,78.77,0.1461,2.9221,49.9134,40.776,0.005214,4.0,4.0,FORWARD
16.896,67.9,67.2,68.0,65.2,67.54,68.72,74.88,0.1461,2.9221,50.1709,41.0335,0.005278,4.0,4.0,FORWARD
16.96,66.9,65.7,69.4,70.0,66.29,68.68,71.42,0.1461,2.9221,50.4221,41.2847,0.00515,4.0,4.0,FORWARD
17.024,66.0,75.7,72.6,67.7,70.84,68.34,69.08,0.1461,2.9221,50.6796,41.5422,0.005278,4.0,4.0,FORWARD
17.088,63.1,97.2,72.6,63.8,80.18,71.23,68.48,0.1461,2.9221,50.9371,41.7934,0.005214,4.0,4.0,FORWARD
17.152,64.6,114.2,70.0,70.0,89.37,74.84,69.31,0.1461,2.9221,51.1883,42.0509,0.005214,-4.5,4.5,TURN_LEFT
17.216,105.5,101.1,70.7,68.5,103.32,82.0,74.28,0.1461,2.9221,50.9057,42.3335,0.0,-4.5,4.5,TURN_LEFT
17.28,104.9,107.5,65.7,63.6,106.22,89.98,78.94,0.1461,2.9221,50.6231,42.6161,0.0,-4.5,4.5,TURN_LEFT
17.344,104.3,109.1,65.1,71.2,106.72,97.16,83.0,0.1461,2.9221,50.3342,42.905,0.0,-4.5,4.5,TURN_LEFT
17.408,106.4,105.9,72.2,64.8,106.17,102.36,86.41,0.1461,2.9221,50.0453,43.1876,-6.4e-05,-4.5,4.5,TURN_LEFT
17.472,97.8,111.9,63.7,63.9,104.87,105.46,89.08,0.1461,2.9221,49.7627,43.4764,6.4e-05,-4.5,4.5,TURN_LEFT
17.536,103.2,109.9,68.0,63.5,106.54,106.1,91.63,0.1461,2.9221,49.4738,43.7653,0.0,-4.5,4.5,TURN_LEFT
17.6,96.6,106.1,69.9,62.4,101.37,105.13,93.06,0.1461,2.9221,49.1912,44.0479,-0.0,-4.5,4.5,TURN_LEFT
17.664,100.5,106.9,67.3,60.1,103.73,104.54,94.62,0.1461,2.9221,48.9024,44.3368,0.0,-4.5,4.5,TURN_LEFT
17.728,101.9,111.3,66.1,70.8,106.61,104.62,96.37,0.1461,2.9221,48.6198,44.6194,0.0,-4.5,4.5,TURN_LEFT
17.792,101.0,103.5,64.2,67.9,102.23,104.1,97.23,0.1461,2.9221,48.3309,44.9083,0.0,-4.5,4.5,TURN_LEFT
17.856,101.1,105.4,69.5,67.5,103.26,103.44,98.11,0.1461,2.9221,48.0483,45.1909,0.0,-4.5,4.5,TURN_LEFT
17.92,103.7,77.6,63.0,66.0,90.64,101.29,97.04,0.1461,2.9221,47.7594,45.4735,-6.4e-05,-4.5,4.5,TURN_LEFT
17.984,114.1,85.2,71.5,65.5,99.65,100.48,97.4,0.1461,2.9221,47.4768,45.7624,6.4e-05,-4.5,4.5,TURN_LEFT
18.048,108.2,84.5,68.9,70.9,96.37,98.43,97.27,0.1461,2.9221,47.1879,46.045,-6.4e-05,-4.5,4.5,TURN_LEFT
18.112,110.8,85.4,64.3,63.2,98.13,97.61,97.37,0.1461,2.9221,46.9053,46.3338,6.4e-05,-4.5,4.5,TURN_LEFT
18.176,113.0,77.1,63.8,67.6,95.06,95.97,97.03,0.1461,2.9221,46.6164,46.6227,-0.0,-4.5,4.5,TURN_LEFT
18.24,110.8,85.5,66.0,62.1,98.11,97.46,97.19,0.1461,2.9221,46.3338,46.9053,0.0,-4.5,4.5,TURN_LEFT
18.304,115.6,80.2,68.5,66.1,97.9,97.11,97.29,0.1461,2.9221,46.045,47.1942,0.0,-4.5,4.5,TURN_LEFT
18.368,108.8,78.6,64.6,65.9,93.68,96.58,96.77,0.1461,2.9221,45.7624,47.4768,-0.0,-4.5,4.5,TURN_LEFT
18.432,98.1,83.8,68.5,65.8,90.91,95.13,95.91,0.1461,2.9221,45.4735,47.7657,0.0,4.0,4.0,FORWARD
18.496,110.2,84.7,64.6,66.6,97.45,95.61,93.91,0.1461,2.9221,45.731,48.0169,0.005214,-4.5,4.5,TURN_LEFT
18.56,111.3,80.6,66.5,70.5,95.98,95.19,94.21,0.1461,2.9221,45.4421,48.3058,-0.0,-4.5,4.5,TURN_LEFT
18.624,107.6,66.7,62.4,65.3,87.16,93.04,93.18,0.1461,2.9221,45.1595,48.5884,0.0,-4.5,4.5,TURN_LEFT
18.688,111.1,68.9,69.2,66.4,90.0,92.3,92.74,0.1461,2.9221,44.8706,48.871,-6.4e-05,-4.5,4.5,TURN_LEFT
18.752,119.1,68.3,66.6,71.4,93.72,92.86,92.86,0.1461,2.9221,44.588,49.1598,6.4e-05,-4.5,4.5,TURN_LEFT
18.816,114.7,66.6,64.5,73.4,90.65,91.5,92.54,0.1461,2.9221,44.2991,49.4487,0.0,-4.5,4.5,TURN_LEFT
18.88,117.7,67.6,72.8,67.9,92.66,90.84,92.56,0.1461,2.9221,44.0165,49.7313,-0.0,-4.5,4.5,TURN_LEFT
18.944,116.7,67.7,68.2,61.9,92.19,91.85,92.5,0.1461,2.9221,43.7276,50.0202,0.0,-4.5,4.5,TURN_LEFT
19.008,112.3,63.0,63.6,71.2,87.64,91.37,91.79,0.1461,2.9221,43.445,50.3028,-0.0,-4.5,4.5,TURN_LEFT
19.072,119.7,66.1,62.2,62.2,92.93,91.22,91.96,0.1461,2.9221,43.1562,50.5917,0.0,-4.5,4.5,TURN_LEFT
19.136,113.9,66.3,66.9,65.2,90.1,91.1,91.69,0.1461,2.9221,42.8736,50.8743,0.0,-4.5,4.5,TURN_LEFT
19.2,110.2,67.4,71.0,63.5,88.77,90.32,91.26,0.1461,2.9221,42.5847,51.1632,0.0,-4.5,4.5,TURN_LEFT
19.264,111.5,67.5,61.7,70.1,89.5,89.79,91.0,0.1461,2.9221,42.3021,51.4458,0.0,-4.5,4.5,TURN_LEFT
19.328,109.0,62.4,70.1,62.6,85.69,89.4,90.23,0.1461,2.9221,42.0132,51.7346,0.0,-4.5,4.5,TURN_LEFT
19.392,107.6,63.2,69.5,71.8,85.44,87.9,89.53,0.1461,2.9221,41.7306,52.0172,0.0,-4.5,4.5,TURN_LEFT
19.456,104.1,69.4,63.5,70.9,86.71,87.22,89.12,0.1461,2.9221,41.4417,52.3061,-0.0,-4.5,4.5,TURN_LEFT
19.52,104.0,65.0,70.0,71.5,84.53,86.38,88.45,0.1461,2.9221,41.1591,52.5887,0.0,-4.5,4.5,TURN_LEFT
19.584,110.2,69.8,67.3,65.8,90.03,86.48,88.68,0.1461,2.9221,40.8702,52.8776,0.0,-4.5,4.5,TURN_LEFT
19.648,107.7,64.1,66.1,68.2,85.92,86.53,88.27,0.1461,2.9221,40.5876,53.1602,0.0,-4.5,4.5,TURN_LEFT
19.712,119.2,66.8,66.4,65.1,92.97,88.03,88.96,0.1461,2.9221,40.2988,53.4491,0.0,-4.5,4.5,TURN_LEFT
19.776,106.2,73.5,68.8,71.6,89.85,88.66,89.09,0.1461,2.9221,40.0162,53.7317,-0.0,-4.5,4.5,TURN_LEFT
19.84,107.1,65.4,66.8,69.3,86.21,89.0,88.67,0.1461,2.9221,39.7273,54.0206,0.0,-4.5,4.5,TURN_LEFT
19.904,106.0,61.5,64.1,69.9,83.72,87.74,87.95,0.1461,2.9221,39.4447,54.3032,-0.0,-4.5,4.5,TURN_LEFT
19.968,108.6,64.6,65.5,62.0,86.58,87.87,87.75,0.1461,2.9221,39.1558,54.592,0.0,-4.5,4.5,TURN_LEFT
20.032,83.8,63.1,69.9,70.4,73.42,83.96,85.65,0.1461,2.9221,38.8732,54.8746,0.0,4.0,4.0,FORWARD
20.096,106.9,62.0,62.6,66.7,84.48,82.88,83.28,0.1461,2.9221,39.1244,55.1258,0.00515,-4.5,4.5,TURN_LEFT
20.16,80.9,63.1,72.5,65.7,72.02,80.04,81.61,0.1461,2.9221,38.8418,55.4147,6.4e-05,4.0,4.0,FORWARD
20.224,98.1,65.5,63.4,68.3,81.84,79.67,79.42,0.1461,2.9221,39.0993,55.6659,0.005214,4.0,4.0,FORWARD
20.288,110.0,70.3,72.1,66.9,90.12,80.37,78.75,0.1461,2.9221,39.3505,55.9234,0.005214,-4.5,4.5,TURN_LEFT
20.352,80.0,64.8,67.0,69.1,72.39,80.17,77.83,0.1461,2.9221,39.0679,56.206,0.0,4.0,4.0,FORWARD
20.416,105.8,68.6,68.0,60.0,87.2,80.71,76.97,0.1461,2.9221,39.3191,56.4635,0.005214,-4.5,4.5,TURN_LEFT
20.48,74.3,68.2,66.4,64.4,71.29,80.57,76.14,0.1461,2.9221,39.0365,56.7461,0.0,4.0,4.0,FORWARD
20.544,104.8,64.9,68.3,68.6,84.82,81.16,75.18,0.1461,2.9221,39.2877,57.0036,0.005214,-4.5,4.5,TURN_LEFT
20.608,70.8,69.3,71.7,67.9,70.07,77.15,74.43,0.1461,2.9221,39.0051,57.2862,0.0,4.0,4.0,FORWARD
20.672,96.9,60.3,62.2,69.2,78.6,78.4,72.82,0.1461,2.9221,39.2563,57.5436,0.005214,4.0,4.0,FORWARD
20.736,113.4,65.6,68.7,70.1,89.46,78.85,73.02,0.1461,2.9221,39.5138,57.7948,0.005214,-4.5,4.5,TURN_LEFT
20.8,85.3,68.6,61.7,62.1,76.95,79.98,73.6,0.1461,2.9221,39.2312,58.0774,0.0,4.0,4.0,FORWARD
20.864,105.9,67.3,71.4,67.8,86.63,80.34,73.28,0.1461,2.9221,39.4824,58.3349,0.005214,4.5,-4.5,TURN_RIGHT
20.928,128.1,63.4,63.8,65.0,95.75,85.48,76.56,0.1461,2.9221,39.765,58.0523,0.0,4.5,-4.5,TURN_RIGHT(default)
20.992,117.8,64.9,71.9,62.8,91.32,88.02,78.71,0.1461,2.9221,40.0538,57.7634,0.0,4.5,-4.5,TURN_RIGHT(default)
21.056,122.2,63.6,66.0,66.4,92.89,88.71,80.79,0.1461,2.9221,40.3364,57.4808,0.0,4.5,-4.5,TURN_RIGHT
21.12,117.1,69.3,65.3,63.1,93.2,91.96,82.6,0.1461,2.9221,40.6253,57.192,0.0,4.5,-4.5,TURN_RIGHT(default)
21.184,117.8,62.1,67.1,66.8,89.94,92.62,83.67,0.1461,2.9221,40.9079,56.9094,-0.0,4.5,-4.5,TURN_RIGHT
21.248,131.9,67.2,69.4,65.9,99.56,93.38,85.99,0.1461,2.9221,41.1968,56.6205,0.0,4.5,-4.5,TURN_RIGHT
21.312,123.4,63.6,68.1,68.6,93.5,93.82,87.12,0.1461,2.9221,41.4794,56.3316,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
21.376,123.1,66.5,71.7,72.1,94.77,94.19,88.21,0.1461,2.9221,41.7683,56.049,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
21.44,127.7,66.4,69.1,65.8,97.04,94.96,89.5,0.1461,2.9221,42.0572,55.7601,0.0,4.5,-4.5,TURN_RIGHT
21.504,124.2,70.8,67.9,63.8,97.48,96.47,90.67,0.1461,2.9221,42.3398,55.4775,-0.0,4.5,-4.5,TURN_RIGHT
21.568,120.3,70.3,68.3,66.9,95.3,95.62,91.34,0.1461,2.9221,42.6286,55.1886,0.0,4.5,-4.5,TURN_RIGHT(default)
21.632,122.9,67.9,60.5,64.6,95.37,95.99,91.93,0.1461,2.9221,42.9112,54.906,0.0,4.5,-4.5,TURN_RIGHT
21.696,120.1,71.7,66.4,67.9,95.87,96.21,92.51,0.1461,2.9221,43.2001,54.6172,0.0,4.5,-4.5,TURN_RIGHT(default)
21.76,134.3,63.6,69.4,67.6,98.96,96.59,93.45,0.1461,2.9221,43.4827,54.3346,0.0,4.5,-4.5,TURN_RIGHT(default)
21.824,130.4,70.7,63.9,69.1,100.54,97.21,94.48,0.1461,2.9221,43.7653,54.052,0.0,4.5,-4.5,TURN_RIGHT(default)
21.888,140.8,68.0,68.1,61.7,104.41,99.03,95.93,0.1461,2.9221,44.0542,53.7631,0.0,4.5,-4.5,TURN_RIGHT(default)
21.952,138.9,67.7,72.5,72.9,103.29,100.61,97.01,0.1461,2.9221,44.3368,53.4805,-0.0,4.5,-4.5,TURN_RIGHT(default)
22.016,129.5,68.1,68.3,68.2,98.84,101.21,97.28,0.1461,2.9221,44.6257,53.1916,0.0,4.5,-4.5,TURN_RIGHT(default)
22.08,137.3,70.0,71.4,65.2,103.64,102.14,98.21,0.1461,2.9221,44.9146,52.9027,0.0,4.5,-4.5,TURN_RIGHT(default)
22.144,125.7,68.9,67.7,72.4,97.32,101.5,98.08,0.1461,2.9221,45.1972,52.6201,-0.0,4.5,-4.5,TURN_RIGHT(default)
22.208,137.8,64.5,68.2,62.6,101.11,100.84,98.52,0.1461,2.9221,45.486,52.3312,0.0,4.5,-4.5,TURN_RIGHT(default)
22.272,135.5,68.3,70.2,68.4,101.88,100.56,99.01,0.1461,2.9221,45.7686,52.0486,-0.0,4.5,-4.5,TURN_RIGHT(default)
22.336,134.0,62.7,67.8,66.1,98.36,100.46,98.91,0.1461,2.9221,46.0575,51.7598,0.0,4.5,-4.5,TURN_RIGHT(default)
22.4,129.8,73.4,68.6,62.5,101.64,100.06,99.31,0.1461,2.9221,46.3401,51.4772,0.0,4.5,-4.5,TURN_RIGHT(default)
22.464,139.7,102.6,62.5,63.7,121.17,104.83,102.51,0.1461,2.9221,46.6227,51.1946,0.0,-2.5,-2.5,BACKWARD
22.528,123.6,78.3,71.9,64.3,100.96,104.8,103.68,0.1461,2.9221,46.4657,51.0313,-0.003283,-2.5,-2.5,BACKWARD
22.592,110.0,69.5,67.2,68.7,89.77,102.38,103.02,0.1461,2.9221,46.3087,50.8743,-0.003219,-2.5,-2.5,BACKWARD
22.656,106.7,69.0,69.3,72.4,87.85,100.28,102.23,0.1461,2.9221,46.1454,50.711,-0.003347,-2.5,-2.5,BACKWARD
22.72,109.6,68.2,71.6,70.3,88.89,97.73,101.66,0.1461,2.9221,45.9884,50.554,-0.003219,-2.5,-2.5,BACKWARD
22.784,104.4,70.0,67.2,65.0,87.21,90.93,100.98,0.1461,2.9221,45.8252,50.3907,-0.003347,-2.5,-2.5,BACKWARD
22.848,111.7,67.7,68.9,71.1,89.72,88.69,100.71,0.1461,2.9221,45.6682,50.2337,-0.003219,-2.5,-2.5,BACKWARD
22.912,103.5,65.8,62.0,70.3,84.62,87.66,99.76,0.1461,2.9221,45.5049,50.0767,-0.003283,-2.5,-2.5,BACKWARD
22.976,107.1,63.4,70.2,67.0,85.29,87.15,99.04,0.1461,2.9221,45.3479,49.9134,-0.003283,-2.5,-2.5,BACKWARD
23.04,94.1,68.1,69.0,69.3,81.11,85.59,97.8,0.1461,2.9221,45.1909,49.7564,-0.003219,-2.5,-2.5,BACKWARD
23.104,81.9,70.6,68.2,68.5,76.27,83.4,96.08,0.1461,2.9221,45.0276,49.5932,-0.003347,-2.5,-2.5,BACKWARD
23.168,71.7,73.3,62.0,65.9,72.5,79.96,94.01,0.1461,2.9221,44.8706,49.4362,-0.003218,4.0,4.0,FORWARD
23.232,88.2,71.5,65.0,70.2,79.88,79.01,89.75,0.1461,2.9221,45.1218,49.6874,0.00515,4.0,4.0,FORWARD
23.296,115.4,69.6,66.7,63.8,92.5,80.45,87.9,0.1461,2.9221,45.3793,49.9448,0.005278,4.5,-4.5,TURN_RIGHT(default)
23.36,95.0,87.4,73.9,69.2,91.21,82.47,88.38,0.1461,2.9221,45.6619,49.6622,-0.0,4.0,4.0,FORWARD
23.424,113.4,116.5,65.0,68.8,114.95,90.21,90.06,0.1461,2.9221,45.9131,49.9134,0.00515,4.5,-4.5,TURN_RIGHT(default)
23.488,108.0,107.1,66.9,68.2,107.54,97.22,92.59,0.1461,2.9221,46.202,49.6308,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
23.552,86.1,109.6,69.7,64.0,97.88,100.82,93.39,0.1461,2.9221,46.4846,49.342,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
23.616,92.8,109.6,64.2,66.9,101.18,102.55,94.5,0.1461,2.9221,46.7734,49.0594,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
23.68,92.9,109.3,69.7,68.9,101.07,104.52,95.46,0.1461,2.9221,47.0623,48.7705,0.0,4.5,-4.5,TURN_RIGHT(default)
23.744,85.4,110.7,67.9,66.5,98.09,101.15,95.84,0.1461,2.9221,47.3449,48.4879,0.0,4.5,-4.5,TURN_RIGHT(default)
23.808,86.9,105.5,67.1,67.7,96.19,98.88,95.89,0.1461,2.9221,47.6338,48.199,0.0,4.5,-4.5,TURN_RIGHT(default)
23.872,87.8,107.8,75.4,64.2,97.78,98.86,96.17,0.1461,2.9221,47.9164,47.9164,0.0,4.5,-4.5,TURN_RIGHT(default)
23.936,89.5,112.9,67.3,66.3,101.18,98.86,96.9,0.1461,2.9221,48.2053,47.6275,-0.0,4.5,-4.5,TURN_RIGHT(default)
24.0,87.8,102.3,71.2,57.4,95.06,97.66,96.63,0.1461,2.9221,48.4879,47.3449,0.0,4.5,-4.5,TURN_RIGHT(default)
24.064,85.6,103.4,71.3,62.8,94.51,96.94,96.32,0.1461,2.9221,48.7768,47.056,0.0,4.5,-4.5,TURN_RIGHT(default)
24.128,86.2,109.8,66.4,69.0,97.99,97.3,96.57,0.1461,2.9221,49.0594,46.7734,-0.0,4.5,-4.5,TURN_RIGHT(default)
