t,ps0,ps7,ps2_raw,ps5_raw,front_raw,front_filtered,dist_kalman,kalman_gain,kalman_P,left_enc,right_enc,linear_adv_m,lv,rv,action
71.232,157.9,67.4,70.0,68.4,112.62,110.82,99.75,0.1461,2.9221,56.005,70.9326,-0.0,4.5,-4.5,TURN_RIGHT
71.296,166.3,64.3,68.7,64.4,115.32,111.18,102.02,0.1461,2.9221,56.2876,70.65,0.0,4.5,-4.5,TURN_RIGHT
71.36,159.0,72.3,67.3,62.6,115.63,112.6,104.01,0.1461,2.9221,56.5765,70.3611,-0.0,4.5,-4.5,TURN_RIGHT
71.424,146.6,68.7,69.5,68.8,107.63,112.51,104.54,0.1461,2.9221,56.8591,70.0785,-0.0,4.5,-4.5,TURN_RIGHT
71.488,146.0,64.4,67.9,69.7,105.18,111.27,104.63,0.1461,2.9221,57.148,69.7896,0.0,4.5,-4.5,TURN_RIGHT
71.552,160.7,64.2,71.7,65.2,112.48,111.25,105.78,0.1461,2.9221,57.4306,69.507,-0.0,4.5,-4.5,TURN_RIGHT
71.616,153.0,65.0,64.8,67.7,108.96,109.98,106.24,0.1461,2.9221,57.7195,69.2182,-0.0,4.5,-4.5,TURN_RIGHT
71.68,178.2,86.6,67.3,64.0,132.4,113.33,110.06,0.1461,2.9221,58.0021,68.9356,0.0,4.5,-4.5,TURN_RIGHT
71.744,186.6,128.6,68.7,69.0,157.55,123.31,117.03,0.1461,2.9221,58.2847,68.6467,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
71.808,190.2,122.7,62.4,63.0,156.48,133.58,122.77,0.1461,2.9221,58.5736,68.3641,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
71.872,196.9,123.4,65.5,64.2,160.15,143.11,128.23,0.1461,2.9221,58.8562,68.0815,0.0,4.5,-4.5,TURN_RIGHT(default)
71.936,203.4,118.9,65.5,68.3,161.17,153.55,133.04,0.1461,2.9221,59.145,67.7926,-0.0,4.5,-4.5,TURN_RIGHT(default)
72.0,202.2,127.9,61.1,66.6,165.03,160.08,137.72,0.1461,2.9221,59.4276,67.51,0.0,4.5,-4.5,TURN_RIGHT(default)
72.064,189.1,131.4,68.1,67.6,160.28,160.62,141.01,0.1461,2.9221,59.7165,67.2211,0.0,4.5,-4.5,TURN_RIGHT(default)
72.128,187.8,123.1,67.9,69.2,155.45,160.42,143.12,0.1461,2.9221,60.0054,66.9322,-0.0,4.5,-4.5,TURN_RIGHT(default)
72.192,188.8,133.1,69.4,67.4,160.94,160.57,145.73,0.1461,2.9221,60.288,66.6496,0.0,4.5,-4.5,TURN_RIGHT(default)
72.256,192.9,124.1,68.1,67.0,158.49,160.04,147.59,0.1461,2.9221,60.5769,66.3608,0.0,4.5,-4.5,TURN_RIGHT(default)
72.32,190.2,135.0,73.9,69.5,162.59,159.55,149.78,0.1461,2.9221,60.8595,66.0782,-0.0,-2.5,-2.5,BACKWARD
72.384,186.2,139.8,57.1,69.6,163.03,160.1,153.12,0.1461,2.9221,60.7025,65.9149,-0.003283,-2.5,-2.5,BACKWARD
72.448,189.9,138.0,61.8,66.0,163.94,161.8,156.1,0.1461,2.9221,60.5392,65.7579,-0.003283,-2.5,-2.5,BACKWARD
72.512,189.6,132.3,66.0,71.8,160.93,161.79,158.18,0.1461,2.9221,60.3822,65.6009,-0.003219,-2.5,-2.5,BACKWARD
72.576,164.3,117.9,63.7,70.4,141.12,158.32,157.12,0.1461,2.9221,60.2189,65.4376,-0.003347,-2.5,-2.5,BACKWARD
72.64,137.5,106.0,67.9,66.0,121.76,150.15,153.32,0.1461,2.9221,60.0619,65.2806,-0.003218,-2.5,-2.5,BACKWARD
72.704,121.7,93.0,67.2,66.9,107.34,139.02,148.01,0.1461,2.9221,59.9049,65.1173,-0.003283,-2.5,-2.5,BACKWARD
72.768,120.3,72.1,70.8,69.9,96.19,125.47,141.84,0.1461,2.9221,59.7416,64.9603,-0.003283,-2.5,-2.5,BACKWARD
72.832,107.4,68.1,66.8,68.6,87.72,110.83,135.33,0.1461,2.9221,59.5846,64.797,-0.003283,-2.5,-2.5,BACKWARD
72.896,97.1,71.6,62.9,71.6,84.34,99.47,129.29,0.1461,2.9221,59.4214,64.64,-0.003283,-2.5,-2.5,BACKWARD
72.96,78.2,66.3,69.2,72.2,72.26,89.57,122.33,0.1461,2.9221,59.2644,64.483,-0.003219,-2.5,-2.5,BACKWARD
73.024,69.6,66.3,72.2,66.6,67.92,81.69,115.81,0.1461,2.9221,59.1011,64.3198,-0.003347,4.0,4.0,FORWARD
73.088,94.2,62.4,67.5,71.2,78.28,78.11,108.07,0.1461,2.9221,59.3586,64.5772,0.005278,4.0,4.0,FORWARD
73.152,114.5,70.6,67.0,67.2,92.54,79.07,103.58,0.1461,2.9221,59.616,64.8284,0.005214,4.5,-4.5,TURN_RIGHT(default)
73.216,106.2,92.8,66.7,60.2,99.51,82.1,102.98,0.1461,2.9221,59.8986,64.5458,0.0,4.5,-4.5,TURN_RIGHT(default)
73.28,100.0,99.2,66.7,64.1,99.58,87.57,102.49,0.1461,2.9221,60.1812,64.2632,0.0,4.0,4.0,FORWARD
73.344,107.5,88.5,67.1,67.8,98.0,93.58,99.6,0.1461,2.9221,60.4387,64.5144,0.005214,4.5,-4.5,TURN_RIGHT(default)
73.408,112.5,93.9,68.6,67.3,103.21,98.57,100.13,0.1461,2.9221,60.7213,64.2318,0.0,4.5,-4.5,TURN_RIGHT(default)
73.472,96.8,98.7,66.3,68.1,97.73,99.61,99.78,0.1461,2.9221,61.0102,63.943,-0.0,4.0,4.0,FORWARD
73.536,96.7,95.9,61.6,68.5,96.26,98.96,97.04,0.1461,2.9221,61.2614,64.2004,0.005214,4.0,4.0,FORWARD
73.6,109.3,90.5,66.3,64.6,99.89,99.02,95.26,0.1461,2.9221,61.5126,64.4516,0.00515,4.5,-4.5,TURN_RIGHT(default)
73.664,105.2,83.6,67.3,67.5,94.39,98.3,95.1,0.1461,2.9221,61.8015,64.169,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
73.728,93.1,91.6,70.2,65.1,92.35,96.13,94.73,0.1461,2.9221,62.0841,63.8802,-6.4e-05,4.0,4.0,FORWARD
73.792,105.6,111.7,70.9,66.0,108.68,98.31,94.51,0.1461,2.9221,62.3416,64.1376,0.005278,4.5,-4.5,TURN_RIGHT(default)
73.856,96.4,111.0,69.3,61.3,103.7,99.8,95.88,0.1461,2.9221,62.6242,63.8488,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
73.92,72.8,107.4,68.8,67.3,90.13,97.85,94.99,0.1461,2.9221,62.9193,63.5662,0.000129,4.5,-4.5,TURN_RIGHT(default)
73.984,66.2,106.7,69.7,66.8,86.46,96.26,93.8,0.1461,2.9221,63.1956,63.2773,-0.000129,4.5,-4.5,TURN_RIGHT(default)
74.048,67.6,112.5,68.5,67.5,90.08,95.81,93.23,0.1461,2.9221,63.4845,62.9947,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.112,67.9,107.8,71.7,62.7,87.87,91.65,92.47,0.1461,2.9221,63.7671,62.7058,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.176,64.0,110.4,62.5,70.1,87.23,88.35,91.71,0.1461,2.9221,64.056,62.4169,0.0,4.5,-4.5,TURN_RIGHT(default)
74.24,61.2,109.8,74.2,65.7,85.49,87.43,90.77,0.1461,2.9221,64.3449,62.1343,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.304,68.2,110.5,72.1,65.5,89.37,88.01,90.59,0.1461,2.9221,64.6275,61.8454,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.368,68.0,105.4,68.0,65.1,86.71,87.33,90.0,0.1461,2.9221,64.9164,61.5628,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.432,65.2,113.8,61.5,68.4,89.52,87.66,89.96,0.1461,2.9221,65.199,61.274,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.496,68.8,104.2,69.1,69.9,86.5,87.52,89.42,0.1461,2.9221,65.4878,60.9914,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.56,61.9,106.9,69.4,68.5,84.41,87.3,88.72,0.1461,2.9221,65.7704,60.7025,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.624,68.0,110.6,62.3,68.9,89.27,87.28,88.77,0.1461,2.9221,66.0593,60.4199,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.688,66.6,116.6,61.8,66.9,91.59,88.26,89.18,0.1461,2.9221,66.3419,60.1373,0.0,4.5,-4.5,TURN_RIGHT(default)
74.752,70.3,112.8,69.0,70.0,91.56,88.67,89.56,0.1461,2.9221,66.6245,59.8484,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.816,63.9,108.9,68.5,69.6,86.42,88.65,89.07,0.1461,2.9221,66.9134,59.5658,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.88,60.2,110.1,66.8,68.7,85.14,88.79,88.52,0.1461,2.9221,67.196,59.2769,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
74.944,68.6,113.0,68.4,69.6,90.82,89.1,88.86,0.1461,2.9221,67.4849,58.988,0.0,4.5,-4.5,TURN_RIGHT(default)
75.008,68.7,105.4,66.5,64.9,87.05,88.2,88.57,0.1461,2.9221,67.7738,58.7054,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
75.072,69.6,107.3,63.0,72.4,88.44,87.57,88.58,0.1461,2.9221,68.0564,58.4166,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
75.136,67.2,112.9,68.0,65.4,90.02,88.29,88.76,0.1461,2.9221,68.3452,58.134,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
75.2,68.2,118.6,66.7,73.2,93.41,89.95,89.47,0.1461,2.9221,68.6278,57.8451,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
75.264,64.5,109.5,66.8,66.5,87.0,89.18,89.08,0.1461,2.9221,68.9167,57.5625,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
75.328,65.5,109.9,71.2,64.4,87.7,89.31,88.9,0.1461,2.9221,69.1993,57.2736,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
75.392,71.1,111.1,73.4,68.0,91.12,89.85,89.2,0.1461,2.9221,69.4882,56.991,6.4e-05,-2.5,-2.5,BACKWARD
75.456,70.4,107.1,68.2,67.5,88.74,89.6,90.56,0.1461,2.9221,69.3249,56.8277,-0.003347,-2.5,-2.5,BACKWARD
75.52,63.9,90.5,68.0,64.4,77.16,86.35,89.98,0.1461,2.9221,69.1679,56.6707,-0.003219,-2.5,-2.5,BACKWARD
75.584,60.9,74.1,65.7,64.0,67.51,82.45,88.1,0.1461,2.9221,69.0109,56.5074,-0.003283,-2.5,-2.5,BACKWARD
75.648,65.5,71.7,66.1,73.5,68.61,78.63,86.65,0.1461,2.9221,68.8476,56.3504,-0.003283,-2.5,-2.5,BACKWARD
75.712,65.5,70.1,66.7,71.3,67.77,73.96,85.29,0.1461,2.9221,68.6906,56.1872,-0.003283,-2.5,-2.5,BACKWARD
75.776,71.9,72.0,67.0,62.3,71.99,70.61,84.75,0.1461,2.9221,68.5274,56.0302,-0.003283,-2.5,-2.5,BACKWARD
75.84,59.5,59.1,70.4,68.2,59.31,67.04,82.41,0.1461,2.9221,68.3704,55.8732,-0.003219,-2.5,-2.5,BACKWARD
75.904,64.6,64.6,69.4,62.2,64.58,66.45,81.23,0.1461,2.9221,68.2071,55.7099,-0.003347,-2.5,-2.5,BACKWARD
75.968,64.9,64.9,72.5,64.3,64.91,65.71,80.22,0.1461,2.9221,68.0501,55.5529,-0.003219,-2.5,-2.5,BACKWARD
76.032,69.2,66.1,64.5,68.5,67.65,65.69,79.79,0.1461,2.9221,67.8931,55.3896,-0.003283,-2.5,-2.5,BACKWARD
76.096,68.6,69.8,65.1,69.4,69.23,65.13,79.65,0.1461,2.9221,67.7298,55.2326,-0.003283,4.0,4.0,FORWARD
76.16,62.3,65.7,65.4,65.3,64.0,66.07,75.13,0.1461,2.9221,67.9873,55.4838,0.005214,4.0,4.0,FORWARD
76.224,66.2,61.8,71.0,66.7,63.97,65.95,71.28,0.1461,2.9221,68.2385,55.7413,0.005214,4.0,4.0,FORWARD
76.288,67.6,66.9,66.6,60.8,67.24,66.42,68.43,0.1461,2.9221,68.496,55.9988,0.005278,4.0,4.0,FORWARD
76.352,66.2,69.8,68.2,70.6,68.0,66.49,66.17,0.1461,2.9221,68.7472,56.25,0.00515,4.0,4.0,FORWARD
76.416,62.1,74.5,68.4,66.2,68.28,66.3,64.23,0.1461,2.9221,69.0046,56.5074,0.005278,4.0,4.0,FORWARD
76.48,63.8,100.2,66.8,64.4,82.01,69.9,64.62,0.1461,2.9221,69.2558,56.7586,0.00515,4.5,-4.5,TURN_RIGHT(default)
76.544,69.8,78.5,69.2,70.4,74.13,71.93,66.01,0.1461,2.9221,69.5447,56.4698,-0.0,4.0,4.0,FORWARD
76.608,62.9,97.7,66.2,68.3,80.29,74.54,65.85,0.1461,2.9221,69.7959,56.7335,0.005278,4.0,4.0,FORWARD
76.672,70.5,109.8,70.2,71.6,90.17,78.98,67.17,0.1461,2.9221,70.0534,56.9847,0.005214,4.5,-4.5,TURN_RIGHT(default)
76.736,68.4,96.2,66.8,65.4,82.28,81.78,69.38,0.1461,2.9221,70.336,56.7021,0.0,4.0,4.0,FORWARD
76.8,70.4,120.0,70.5,73.0,95.18,84.41,70.92,0.1461,2.9221,70.5935,56.9533,0.005214,4.5,-4.5,TURN_RIGHT(default)
76.864,66.1,94.0,64.1,68.1,80.06,85.6,72.23,0.1461,2.9221,70.8761,56.677,6.4e-05,4.0,4.0,FORWARD
76.928,72.9,113.9,69.0,69.3,93.37,88.21,73.12,0.1461,2.9221,71.1273,56.9282,0.00515,4.5,-4.5,TURN_RIGHT(default)
76.992,64.9,94.6,66.6,66.0,79.77,86.13,74.07,0.1461,2.9221,71.4162,56.6456,6.4e-05,4.0,4.0,FORWARD
77.056,66.5,105.3,70.6,62.3,85.86,86.85,73.59,0.1461,2.9221,71.6674,56.8968,0.00515,4.5,-4.5,TURN_RIGHT(default)
77.12,68.7,77.4,68.9,66.4,73.03,82.42,73.4,0.1461,2.9221,71.95,56.6393,0.000257,4.0,4.0,FORWARD
77.184,69.6,107.4,71.2,68.9,88.48,84.1,73.46,0.1461,2.9221,72.2074,56.8717,0.005021,4.5,-4.5,TURN_RIGHT(default)
77.248,66.5,69.9,71.0,64.6,68.21,79.07,72.58,0.1461,2.9221,72.49,56.6142,0.000257,4.0,4.0,FORWARD
77.312,68.1,102.1,66.2,71.6,85.06,80.13,72.29,0.1461,2.9221,72.7475,56.8403,0.004956,4.5,-4.5,TURN_RIGHT(default)
77.376,65.1,63.7,70.4,66.9,64.39,75.83,71.44,0.1461,2.9221,73.0301,56.4886,-0.000708,4.0,4.0,FORWARD
77.44,66.6,94.3,64.5,65.6,80.44,77.32,70.22,0.1461,2.9221,73.2876,56.8089,0.005922,4.0,4.0,FORWARD
77.504,66.8,108.8,64.7,63.3,87.8,77.18,70.59,0.1461,2.9221,73.5388,57.0601,0.00515,4.5,-4.5,TURN_RIGHT(default)
77.568,67.0,82.3,67.4,67.0,74.68,78.48,71.16,0.1461,2.9221,73.8214,56.7838,6.4e-05,4.0,4.0,FORWARD
77.632,67.7,106.7,64.3,70.5,87.2,78.9,71.31,0.1461,2.9221,74.0789,57.0287,0.00515,-4.5,4.5,TURN_LEFT
77.696,61.3,138.0,71.1,68.7,99.67,85.96,75.45,0.1461,2.9221,73.7963,57.3113,-0.0,-4.5,4.5,TURN_LEFT
77.76,68.1,156.2,68.8,62.0,112.14,92.3,80.81,0.1461,2.9221,73.5074,57.6002,0.0,-4.5,4.5,TURN_LEFT
77.824,62.2,158.7,66.3,60.5,110.41,96.82,85.14,0.1461,2.9221,73.2248,57.8828,-0.0,-4.5,4.5,TURN_LEFT
77.888,74.9,148.3,63.6,67.3,111.61,104.21,89.0,0.1461,2.9221,72.9359,58.1716,-0.0,-4.5,4.5,TURN_LEFT
77.952,68.4,161.2,70.9,66.2,114.82,109.73,92.78,0.1461,2.9221,72.6533,58.4542,0.0,-4.5,4.5,TURN_LEFT
78.016,65.8,142.1,68.4,70.5,103.95,110.59,94.41,0.1461,2.9221,72.3644,58.7431,0.0,-4.5,4.5,TURN_LEFT
78.08,61.2,147.4,68.5,69.5,104.3,109.02,95.85,0.1461,2.9221,72.0818,59.0257,0.0,-4.5,4.5,TURN_LEFT
78.144,72.7,162.8,71.3,66.9,117.76,110.49,99.05,0.1461,2.9221,71.793,59.3146,-0.0,-4.5,4.5,TURN_LEFT
78.208,67.5,159.3,66.6,60.2,113.43,110.85,101.18,0.1461,2.9221,71.5041,59.5972,-6.4e-05,-4.5,4.5,TURN_LEFT
78.272,68.1,148.2,65.5,67.3,108.15,109.52,102.17,0.1461,2.9221,71.2215,59.8861,6.4e-05,-4.5,4.5,TURN_LEFT
78.336,66.6,163.3,67.1,73.2,114.94,111.71,104.07,0.1461,2.9221,70.9326,60.1687,-6.4e-05,-4.5,4.5,TURN_LEFT
78.4,61.1,154.7,63.7,71.0,107.88,112.43,104.6,0.1461,2.9221,70.65,60.4576,6.4e-05,-4.5,4.5,TURN_LEFT
78.464,68.2,156.4,63.0,74.4,112.29,111.34,105.75,0.1461,2.9221,70.3611,60.7402,-6.4e-05,-4.5,4.5,TURN_LEFT
78.528,66.8,150.4,67.6,65.0,108.61,110.38,106.14,0.1461,2.9221,70.0785,61.029,6.4e-05,-4.5,4.5,TURN_LEFT
78.592,102.4,151.1,68.6,64.5,126.77,114.1,109.15,0.1461,2.9221,69.7959,61.3116,-0.0,-4.5,4.5,TURN_LEFT
78.656,106.8,150.9,67.5,64.6,128.87,116.88,112.06,0.1461,2.9221,69.507,61.5942,-6.4e-05,-4.5,4.5,TURN_LEFT
78.72,107.9,152.6,62.8,65.5,130.24,121.36,114.69,0.1461,2.9221,69.2244,61.8831,6.4e-05,-4.5,4.5,TURN_LEFT
78.784,113.3,150.3,69.1,65.3,131.76,125.25,117.21,0.1461,2.9221,68.9356,62.1657,-6.4e-05,-4.5,4.5,TURN_LEFT
78.848,110.5,148.1,67.2,71.0,129.31,129.39,118.98,0.1461,2.9221,68.6467,62.4546,0.0,-4.5,4.5,TURN_LEFT
78.912,102.4,151.8,68.7,71.1,127.09,129.45,120.14,0.1461,2.9221,68.3641,62.7435,6.4e-05,-4.5,4.5,TURN_LEFT
78.976,99.2,152.6,68.4,63.1,125.91,128.86,121.01,0.1461,2.9221,68.0752,63.0261,-6.4e-05,-4.5,4.5,TURN_LEFT
79.04,107.1,161.0,71.2,60.4,134.07,129.63,122.89,0.1461,2.9221,67.7926,63.315,6.4e-05,-4.5,4.5,TURN_LEFT
79.104,106.7,145.9,69.8,61.9,126.31,128.54,123.42,0.1461,2.9221,67.5037,63.5976,-6.4e-05,-4.5,4.5,TURN_LEFT
79.168,106.3,148.9,60.7,68.2,127.58,128.19,124.0,0.1461,2.9221,67.2211,63.8864,6.4e-05,-4.5,4.5,TURN_LEFT
79.232,108.4,149.1,70.3,67.4,128.72,128.52,124.71,0.1461,2.9221,66.9322,64.169,-6.4e-05,-2.5,-2.5,BACKWARD
79.296,105.4,157.4,62.4,68.3,131.38,129.61,127.06,0.1461,2.9221,66.7752,64.012,-0.003218,-2.5,-2.5,BACKWARD
79.36,85.4,136.0,65.3,65.2,110.72,124.94,126.08,0.1461,2.9221,66.612,63.855,-0.003283,-2.5,-2.5,BACKWARD
79.424,76.9,119.2,73.5,64.1,98.07,119.3,123.39,0.1461,2.9221,66.455,63.6918,-0.003283,-2.5,-2.5,BACKWARD
79.488,64.1,109.5,65.2,66.7,86.78,111.14,119.41,0.1461,2.9221,66.298,63.5348,-0.003219,-2.5,-2.5,BACKWARD
79.552,62.8,102.0,68.8,68.0,82.41,101.87,115.44,0.1461,2.9221,66.1347,63.3715,-0.003347,-2.5,-2.5,BACKWARD
79.616,64.3,95.5,76.5,64.6,79.91,91.58,111.62,0.1461,2.9221,65.9777,63.2145,-0.003218,-2.5,-2.5,BACKWARD
79.68,63.6,81.4,68.7,69.9,72.51,83.94,107.33,0.1461,2.9221,65.8144,63.0512,-0.003347,-2.5,-2.5,BACKWARD
79.744,64.8,73.2,65.3,60.7,69.01,78.13,103.11,0.1461,2.9221,65.6574,62.8942,-0.003219,-2.5,-2.5,BACKWARD
79.808,60.0,64.1,64.2,59.0,62.05,73.18,98.51,0.1461,2.9221,65.4941,62.7372,-0.003283,-2.5,-2.5,BACKWARD
79.872,67.5,67.4,65.4,71.6,67.46,70.19,95.38,0.1461,2.9221,65.3371,62.5739,-0.003283,-2.5,-2.5,BACKWARD
79.936,66.4,64.2,66.7,62.8,65.3,67.27,92.36,0.1461,2.9221,65.1801,62.4169,-0.003219,4.0,4.0,FORWARD
80.0,66.2,69.8,66.3,76.7,68.02,66.37,86.6,0.1461,2.9221,65.4313,62.6681,0.00515,4.0,4.0,FORWARD
80.064,66.1,64.4,64.5,67.5,65.26,65.62,81.23,0.1461,2.9221,65.6888,62.9256,0.005278,4.0,4.0,FORWARD
80.128,70.7,91.6,70.5,66.7,81.18,69.44,79.02,0.1461,2.9221,65.94,63.1768,0.00515,4.0,4.0,FORWARD
80.192,63.3,110.6,66.2,62.9,86.96,73.34,77.93,0.1461,2.9221,66.1975,63.4343,0.005278,-4.5,4.5,TURN_LEFT
80.256,88.4,104.1,62.3,69.7,96.23,79.53,80.6,0.1461,2.9221,65.9149,63.7169,0.0,-4.5,4.5,TURN_LEFT
80.32,93.8,103.1,65.8,65.4,98.46,85.62,83.21,0.1461,2.9221,65.626,64.0058,0.0,-4.5,4.5,TURN_LEFT
80.384,89.8,102.5,63.6,66.6,96.11,91.79,85.1,0.1461,2.9221,65.3434,64.2884,0.0,-4.5,4.5,TURN_LEFT
80.448,86.6,99.7,63.7,70.8,93.13,94.18,86.27,0.1461,2.9221,65.0545,64.5772,0.0,4.0,4.0,FORWARD
80.512,83.9,116.0,63.9,61.7,99.97,96.78,86.07,0.1461,2.9221,65.3057,64.8284,0.00515,-4.5,4.5,TURN_LEFT
80.576,80.9,103.9,65.7,68.5,92.36,96.01,86.97,0.1461,2.9221,65.0231,65.1173,6.4e-05,-4.5,4.5,TURN_LEFT
80.64,88.7,107.7,65.0,65.4,98.23,95.96,88.64,0.1461,2.9221,64.7342,65.3999,-6.4e-05,-4.5,4.5,TURN_LEFT
80.704,85.3,109.0,65.5,67.2,97.14,96.17,89.85,0.1461,2.9221,64.4516,65.6888,6.4e-05,-4.5,4.5,TURN_LEFT
80.768,81.1,111.2,70.3,70.9,96.16,96.77,90.8,0.1461,2.9221,64.1628,65.9714,-6.4e-05,-4.5,4.5,TURN_LEFT
80.832,105.0,112.7,65.5,67.5,108.82,98.54,93.41,0.1461,2.9221,63.8802,66.2603,6.4e-05,-4.5,4.5,TURN_LEFT
80.896,108.7,116.3,70.6,62.4,112.51,102.57,96.23,0.1461,2.9221,63.5913,66.5429,-6.4e-05,-4.5,4.5,TURN_LEFT
80.96,116.0,113.5,66.6,64.2,114.75,105.87,98.9,0.1461,2.9221,63.3087,66.8318,6.4e-05,-4.5,4.5,TURN_LEFT
81.024,115.6,114.7,72.9,70.7,115.16,109.48,101.31,0.1461,2.9221,63.0198,67.1144,-6.4e-05,-4.5,4.5,TURN_LEFT
81.088,116.9,108.7,64.1,72.1,112.78,112.8,102.96,0.1461,2.9221,62.7372,67.4032,6.4e-05,-4.5,4.5,TURN_LEFT
81.152,113.5,110.2,70.8,73.3,111.84,113.41,104.28,0.1461,2.9221,62.4483,67.6858,-6.4e-05,-4.5,4.5,TURN_LEFT
81.216,114.1,108.8,70.5,63.9,111.47,113.2,105.3,0.1461,2.9221,62.1657,67.9747,6.4e-05,-4.5,4.5,TURN_LEFT
81.28,104.0,111.4,59.9,64.3,107.74,111.8,105.69,0.1461,2.9221,61.8768,68.2573,-6.4e-05,-4.5,4.5,TURN_LEFT
81.344,116.2,112.4,61.8,61.7,114.29,111.63,106.92,0.1461,2.9221,61.5942,68.5462,6.4e-05,-4.5,4.5,TURN_LEFT
81.408,108.8,116.4,67.6,71.8,112.6,111.59,107.75,0.1461,2.9221,61.3054,68.8351,0.0,-4.5,4.5,TURN_LEFT
81.472,111.3,109.9,70.1,68.1,110.57,111.33,108.19,0.1461,2.9221,61.0165,69.1177,-6.4e-05,-4.5,4.5,TURN_LEFT
81.536,124.7,89.7,67.9,58.5,107.18,110.48,108.04,0.1461,2.9221,60.7339,69.4003,0.0,-4.5,4.5,TURN_LEFT
81.6,123.6,85.8,72.2,66.2,104.73,109.87,107.53,0.1461,2.9221,60.4513,69.6892,6.4e-05,-4.5,4.5,TURN_LEFT
81.664,118.4,84.5,67.8,65.4,101.41,107.3,106.66,0.1461,2.9221,60.1624,69.9718,-6.4e-05,-4.5,4.5,TURN_LEFT
81.728,113.8,86.6,64.5,71.5,100.19,104.82,105.69,0.1461,2.9221,59.8798,70.2606,6.4e-05,-4.5,4.5,TURN_LEFT
81.792,121.6,94.5,71.0,64.9,108.05,104.31,106.06,0.1461,2.9221,59.5909,70.5432,-6.4e-05,-4.5,4.5,TURN_LEFT
81.856,123.6,78.0,66.5,66.9,100.84,103.04,105.27,0.1461,2.9221,59.3083,70.8321,6.4e-05,-4.5,4.5,TURN_LEFT
81.92,120.2,92.3,72.2,75.7,106.22,103.34,105.44,0.1461,2.9221,59.0194,71.1147,-6.4e-05,-4.5,4.5,TURN_LEFT
81.984,120.6,89.2,71.2,70.8,104.9,104.04,105.33,0.1461,2.9221,58.7368,71.4036,6.4e-05,-4.5,4.5,TURN_LEFT
82.048,117.3,77.2,69.2,61.9,97.27,103.46,104.15,0.1461,2.9221,58.448,71.6925,0.0,-4.5,4.5,TURN_LEFT
82.112,128.2,85.2,70.9,67.6,106.7,103.19,104.55,0.1461,2.9221,58.1591,71.9751,-6.4e-05,-2.5,-2.5,BACKWARD
82.176,114.5,66.8,70.9,73.4,90.64,101.15,103.9,0.1461,2.9221,58.0021,71.8181,-0.003219,-2.5,-2.5,BACKWARD
82.24,104.6,65.4,66.5,68.0,85.0,96.9,102.54,0.1461,2.9221,57.8451,71.6548,-0.003283,-2.5,-2.5,BACKWARD
82.304,95.8,66.1,66.7,66.6,80.97,92.12,100.79,0.1461,2.9221,57.6818,71.4978,-0.003283,-2.5,-2.5,BACKWARD
82.368,77.7,70.4,72.5,68.7,74.06,87.47,98.28,0.1461,2.9221,57.5248,71.3345,-0.003283,-2.5,-2.5,BACKWARD
82.432,65.8,73.0,68.4,71.2,69.41,80.02,95.47,0.1461,2.9221,57.3615,71.1775,-0.003283,-2.5,-2.5,BACKWARD
82.496,62.8,68.7,68.2,70.8,65.75,75.04,92.5,0.1461,2.9221,57.2045,71.0205,-0.003218,-2.5,-2.5,BACKWARD
82.56,66.8,58.8,64.0,64.9,62.82,70.6,89.59,0.1461,2.9221,57.0412,70.8572,-0.003347,-2.5,-2.5,BACKWARD
82.624,65.2,67.2,64.4,70.1,66.2,67.65,87.55,0.1461,2.9221,56.8842,70.7002,-0.003219,-2.5,-2.5,BACKWARD
82.688,70.7,68.4,68.6,65.1,69.54,66.75,86.32,0.1461,2.9221,56.7272,70.537,-0.003283,-2.5,-2.5,BACKWARD
82.752,62.2,66.2,68.8,62.0,64.19,65.7,84.49,0.1461,2.9221,56.564,70.38,-0.003283,-2.5,-2.5,BACKWARD
82.816,65.3,63.7,67.3,67.0,64.5,65.45,82.97,0.1461,2.9221,56.407,70.2167,-0.003283,4.0,4.0,FORWARD
82.88,63.7,68.5,68.4,66.3,66.11,66.11,78.28,0.1461,2.9221,56.6582,70.4742,0.005214,4.0,4.0,FORWARD
